subclass,skill_group,skill,skill_level,skill_number,branches_from
Archer,Perception,Listen (wilderness),,0,
Archer,Perception,Peek,,0,
Archer,Perception,Scan,,0,
Archer,Perception,Search,,0,
Archer,Perception,Watch,,0,
Archer,Perk,Alcohol Tolerance Perk,,0,
Archer,Perk,Better Movement Regeneration,,0,
Archer,Perk,City Forage,,0,
Archer,Perk,City Hunt,,0,
Archer,Perk,City Stealth,,0,
Archer,Perk,Customcraft,,0,
Archer,Perk,Hitch 2 Mounts,,0,
Archer,Perk,Learn Languages Perk,,0,
Archer,Perk,Learn Ride Faster,,0,
Archer,Perk,Pain Tolerance Perk,,0,
Archer,Perk,Tame Mounts,,0,
Archer,Perk,Wilderness Forage,,0,
Archer,Perk,Wilderness Hunt,,0,
Archer,Perk,Wilderness Quit,,0,
Archer,Perk,Wilderness Stealth,,0,
Archer,Stealth,Climb,,0,
Archer,Stealth,Hide (city),,0,
Archer,Stealth,Hide (wilderness),,0,
Archer,Stealth,Sneak (city),,0,
Archer,Stealth,Sneak (wilderness),,0,
Archer,Weapon,Bludgeoning Weapons,,0,
Archer,Weapon,Chopping Weapons,,0,
Archer,Weapon,Piercing Weapons,,0,
Archer,Weapon,Slashing Weapons,,0,
Bounty.Hunter,Barter,Haggle,,0,
Bounty.Hunter,Barter,Value,,0,
Bounty.Hunter,Combat,Archery,,0,
Bounty.Hunter,Combat,Backstab,,0,
Bounty.Hunter,Combat,Bash,,0,
Bounty.Hunter,Combat,Blind Fighting,,0,
Bounty.Hunter,Combat,Blowgun Use,,0,
Bounty.Hunter,Combat,Charge,,0,
Bounty.Hunter,Combat,Crossbow Use,,0,
Bounty.Hunter,Combat,Disarm,,0,
Bounty.Hunter,Combat,Dual Wield,,0,
Bounty.Hunter,Combat,Flee,,0,
Bounty.Hunter,Combat,Guarding,,0,
Bounty.Hunter,Combat,Hack,,0,
Bounty.Hunter,Combat,Kick,,0,
Bounty.Hunter,Combat,Parry,,0,
Bounty.Hunter,Combat,Rescue,,0,
Bounty.Hunter,Combat,Riposte,,0,
Bounty.Hunter,Combat,Sap,advanced,3,
Bounty.Hunter,Combat,Shield Use,,0,
Bounty.Hunter,Combat,Sling Use,,0,
Bounty.Hunter,Combat,Subdue,advanced,3,
Bounty.Hunter,Combat,Threaten,,0,
Bounty.Hunter,Combat,Throw,,0,
Bounty.Hunter,Combat,Two Handed,,0,
Bounty.Hunter,Craft,Armor Making,,0,
Bounty.Hunter,Craft,Armor Repair,,0,
Bounty.Hunter,Craft,Axe Making,,0,
Bounty.Hunter,Craft,Bandage Making,,0,
Bounty.Hunter,Craft,Basketweaving,,0,
Bounty.Hunter,Craft,Bow Making,,0,
Bounty.Hunter,Craft,Brew,,0,
Bounty.Hunter,Craft,Clayworking,,0,
Bounty.Hunter,Craft,Clothworking,,0,
Bounty.Hunter,Craft,Club Making,,0,
Bounty.Hunter,Craft,Cooking,,0,
Bounty.Hunter,Craft,Dyeing,,0,
Bounty.Hunter,Craft,Feather Working,,0,
Bounty.Hunter,Craft,Fletchery,,0,
Bounty.Hunter,Craft,Floristry,,0,
Bounty.Hunter,Craft,Instrument Making,,0,
Bounty.Hunter,Craft,Jewelry Making,,0,
Bounty.Hunter,Craft,Knife Making,,0,
Bounty.Hunter,Craft,Leatherworking,,0,
Bounty.Hunter,Craft,Lumberjacking,,0,
Bounty.Hunter,Craft,Pick Making,,0,
Bounty.Hunter,Craft,Spear Making,,0,
Bounty.Hunter,Craft,Stonecrafting,,0,
Bounty.Hunter,Craft,Sword Making,,0,
Bounty.Hunter,Craft,Tanning,,0,
Bounty.Hunter,Craft,Tent Making,,0,
Bounty.Hunter,Craft,Tool Making,,0,
Bounty.Hunter,Craft,Wagon Making,,0,
Bounty.Hunter,Craft,Woodworking,,0,
Bounty.Hunter,Language,Allundean,,0,
Bounty.Hunter,Language,Bendune,,0,
Bounty.Hunter,Language,Cavilish,,0,
Bounty.Hunter,Language,Mirukkium,,0,
Bounty.Hunter,Language,Tribal Accent,,0,
Bounty.Hunter,Manipulation,Bandage,,0,
Bounty.Hunter,Manipulation,Pick,,0,
Bounty.Hunter,Manipulation,Pilot,,0,
Bounty.Hunter,Manipulation,Poisoning,,0,
Bounty.Hunter,Manipulation,Ride,advanced,3,
Bounty.Hunter,Manipulation,Skinning,,0,
Bounty.Hunter,Manipulation,Sleight of Hand,,0,
Bounty.Hunter,Manipulation,Steal,,0,
Bounty.Hunter,Perception,Direction Sense,advanced,3,
Bounty.Hunter,Perception,Forage,,0,
Bounty.Hunter,Perception,Hunt (city),advanced,3,
Bounty.Hunter,Perception,Hunt (wilderness),advanced,3,
Bounty.Hunter,Perception,Listen (city),advanced,3,
Bounty.Hunter,Perception,Listen (wilderness),advanced,3,
Bounty.Hunter,Perception,Peek,,0,
Bounty.Hunter,Perception,Scan,,0,
Bounty.Hunter,Perception,Search,,0,
Bounty.Hunter,Perception,Watch,,0,
Bounty.Hunter,Perk,Alcohol Tolerance Perk,,0,
Bounty.Hunter,Perk,Better Movement Regeneration,,0,
Bounty.Hunter,Perk,City Forage,,0,
Bounty.Hunter,Perk,City Hunt,x,1,
Bounty.Hunter,Perk,City Stealth,,0,
Bounty.Hunter,Perk,Customcraft,,0,
Bounty.Hunter,Perk,Hitch 2 Mounts,,0,
Bounty.Hunter,Perk,Learn Languages Perk,,0,
Bounty.Hunter,Perk,Learn Ride Faster,,0,
Bounty.Hunter,Perk,Pain Tolerance Perk,,0,
Bounty.Hunter,Perk,Tame Mounts,,0,
Bounty.Hunter,Perk,Wilderness Forage,,0,
Bounty.Hunter,Perk,Wilderness Hunt,x,1,
Bounty.Hunter,Perk,Wilderness Quit,,0,
Bounty.Hunter,Perk,Wilderness Stealth,,0,
Bounty.Hunter,Stealth,Climb,,0,
Bounty.Hunter,Stealth,Hide (city),,0,
Bounty.Hunter,Stealth,Hide (wilderness),,0,
Bounty.Hunter,Stealth,Sneak (city),,0,
Bounty.Hunter,Stealth,Sneak (wilderness),,0,
Bounty.Hunter,Weapon,Bludgeoning Weapons,,0,
Bounty.Hunter,Weapon,Chopping Weapons,,0,
Bounty.Hunter,Weapon,Piercing Weapons,,0,
Bounty.Hunter,Weapon,Slashing Weapons,,0,
Guard,Barter,Haggle,,0,
Guard,Barter,Value,,0,
Guard,Combat,Archery,,0,
Guard,Combat,Backstab,,0,
Guard,Combat,Bash,,0,
Guard,Combat,Blind Fighting,,0,
Guard,Combat,Blowgun Use,,0,
Guard,Combat,Charge,,0,
Guard,Combat,Crossbow Use,,0,
Guard,Combat,Disarm,,0,
Guard,Combat,Dual Wield,,0,
Guard,Combat,Flee,advanced,3,
Guard,Combat,Guarding,master,4,
Guard,Combat,Hack,,0,
Guard,Combat,Kick,,0,
Guard,Combat,Parry,advanced,3,
Guard,Combat,Rescue,advanced,3,
Guard,Combat,Riposte,,0,
Guard,Combat,Sap,,0,
Guard,Combat,Shield Use,advanced,3,
Guard,Combat,Sling Use,,0,
Guard,Combat,Subdue,journeyman,2,
Guard,Combat,Threaten,,0,
Guard,Combat,Throw,,0,
Guard,Combat,Two Handed,,0,
Guard,Craft,Armor Making,,0,
Guard,Craft,Armor Repair,,0,
Guard,Craft,Axe Making,,0,
Guard,Craft,Bandage Making,,0,
Guard,Craft,Basketweaving,,0,
Guard,Craft,Bow Making,,0,
Guard,Craft,Brew,,0,
Guard,Craft,Clayworking,,0,
Guard,Craft,Clothworking,,0,
Guard,Craft,Club Making,,0,
Guard,Craft,Cooking,,0,
Guard,Craft,Dyeing,,0,
Guard,Craft,Feather Working,,0,
Guard,Craft,Fletchery,,0,
Guard,Craft,Floristry,,0,
Guard,Craft,Instrument Making,,0,
Guard,Craft,Jewelry Making,,0,
Guard,Craft,Knife Making,,0,
Guard,Craft,Leatherworking,,0,
Guard,Craft,Lumberjacking,,0,
Guard,Craft,Pick Making,,0,
Guard,Craft,Spear Making,,0,
Guard,Craft,Stonecrafting,,0,
Guard,Craft,Sword Making,,0,
Guard,Craft,Tanning,,0,
Guard,Craft,Tent Making,,0,
Guard,Craft,Tool Making,,0,
Guard,Craft,Wagon Making,,0,
Guard,Craft,Woodworking,,0,
Guard,Language,Allundean,,0,
Guard,Language,Bendune,,0,
Guard,Language,Cavilish,,0,
Guard,Language,Mirukkium,,0,
Guard,Language,Tribal Accent,,0,
Guard,Manipulation,Bandage,advanced,3,
Guard,Manipulation,Pick,,0,
Guard,Manipulation,Pilot,,0,
Guard,Manipulation,Poisoning,,0,
Guard,Manipulation,Ride,,0,
Guard,Manipulation,Skinning,,0,
Guard,Manipulation,Sleight of Hand,,0,
Guard,Manipulation,Steal,,0,
Guard,Perception,Direction Sense,,0,
Guard,Perception,Forage,,0,
Guard,Perception,Hunt (city),,0,
Guard,Perception,Hunt (wilderness),,0,
Guard,Perception,Listen (city),,0,
Guard,Perception,Listen (wilderness),,0,
Guard,Perception,Peek,,0,
Guard,Perception,Scan,,0,
Guard,Perception,Search,,0,
Guard,Perception,Watch,advanced,3,
Guard,Perk,Alcohol Tolerance Perk,,0,
Guard,Perk,Better Movement Regeneration,,0,
Guard,Perk,City Forage,,0,
Guard,Perk,City Hunt,,0,
Guard,Perk,City Stealth,,0,
Guard,Perk,Customcraft,,0,
Guard,Perk,Hitch 2 Mounts,,0,
Guard,Perk,Learn Languages Perk,,0,
Guard,Perk,Learn Ride Faster,,0,
Guard,Perk,Pain Tolerance Perk,,0,
Guard,Perk,Tame Mounts,,0,
Guard,Perk,Wilderness Forage,,0,
Guard,Perk,Wilderness Hunt,,0,
Guard,Perk,Wilderness Quit,,0,
Guard,Perk,Wilderness Stealth,,0,
Guard,Stealth,Climb,,0,
Guard,Stealth,Hide (city),,0,
Guard,Stealth,Hide (wilderness),,0,
Guard,Stealth,Sneak (city),,0,
Guard,Stealth,Sneak (wilderness),,0,
Guard,Weapon,Bludgeoning Weapons,,0,
Guard,Weapon,Chopping Weapons,,0,
Guard,Weapon,Piercing Weapons,,0,
Guard,Weapon,Slashing Weapons,,0,
Marksman,Barter,Haggle,,0,
Marksman,Barter,Value,,0,
Marksman,Combat,Archery,advanced,3,
Marksman,Combat,Backstab,,0,
Marksman,Combat,Bash,,0,
Marksman,Combat,Blind Fighting,,0,
Marksman,Combat,Blowgun Use,advanced,3,
Marksman,Combat,Charge,,0,
Marksman,Combat,Crossbow Use,advanced,3,
Marksman,Combat,Disarm,,0,
Marksman,Combat,Dual Wield,,0,
Marksman,Combat,Flee,,0,
Marksman,Combat,Guarding,,0,
Marksman,Combat,Hack,,0,
Marksman,Combat,Kick,,0,
Marksman,Combat,Parry,,0,
Marksman,Combat,Rescue,,0,
Marksman,Combat,Riposte,,0,
Marksman,Combat,Sap,,0,
Marksman,Combat,Shield Use,,0,
Marksman,Combat,Sling Use,advanced,3,
Marksman,Combat,Subdue,,0,
Marksman,Combat,Threaten,,0,
Marksman,Combat,Throw,,0,
Marksman,Combat,Two Handed,,0,
Marksman,Craft,Armor Making,,0,
Marksman,Craft,Armor Repair,,0,
Marksman,Craft,Axe Making,,0,
Marksman,Craft,Bandage Making,,0,
Marksman,Craft,Basketweaving,,0,
Marksman,Craft,Bow Making,master,4,
Marksman,Craft,Brew,,0,
Marksman,Craft,Clayworking,,0,
Marksman,Craft,Clothworking,,0,
Marksman,Craft,Club Making,,0,
Marksman,Craft,Cooking,,0,
Marksman,Craft,Dyeing,,0,
Marksman,Craft,Feather Working,,0,
Marksman,Craft,Fletchery,master,4,
Marksman,Craft,Floristry,,0,
Marksman,Craft,Instrument Making,,0,
Marksman,Craft,Jewelry Making,,0,
Marksman,Craft,Knife Making,,0,
Marksman,Craft,Leatherworking,,0,
Marksman,Craft,Lumberjacking,,0,
Marksman,Craft,Pick Making,,0,
Marksman,Craft,Spear Making,,0,
Marksman,Craft,Stonecrafting,,0,
Marksman,Craft,Sword Making,,0,
Marksman,Craft,Tanning,,0,
Marksman,Craft,Tent Making,,0,
Marksman,Craft,Tool Making,,0,
Marksman,Craft,Wagon Making,,0,
Marksman,Craft,Woodworking,,0,
Marksman,Language,Allundean,,0,
Marksman,Language,Bendune,,0,
Marksman,Language,Cavilish,,0,
Marksman,Language,Mirukkium,,0,
Marksman,Language,Tribal Accent,,0,
Marksman,Manipulation,Bandage,,0,
Marksman,Manipulation,Pick,,0,
Marksman,Manipulation,Pilot,,0,
Marksman,Manipulation,Poisoning,,0,
Marksman,Manipulation,Ride,,0,
Marksman,Manipulation,Skinning,,0,
Marksman,Manipulation,Sleight of Hand,,0,
Marksman,Manipulation,Steal,,0,
Marksman,Perception,Direction Sense,,0,
Marksman,Perception,Forage,,0,
Marksman,Perception,Hunt (city),,0,
Marksman,Perception,Hunt (wilderness),,0,
Marksman,Perception,Listen (city),,0,
Marksman,Perception,Listen (wilderness),,0,
Marksman,Perception,Peek,,0,
Marksman,Perception,Scan,,0,
Marksman,Perception,Search,,0,
Marksman,Perception,Watch,,0,
Marksman,Perk,Alcohol Tolerance Perk,,0,
Marksman,Perk,Better Movement Regeneration,,0,
Marksman,Perk,City Forage,,0,
Marksman,Perk,City Hunt,,0,
Marksman,Perk,City Stealth,,0,
Marksman,Perk,Customcraft,,0,
Marksman,Perk,Hitch 2 Mounts,,0,
Marksman,Perk,Learn Languages Perk,,0,
Marksman,Perk,Learn Ride Faster,,0,
Marksman,Perk,Pain Tolerance Perk,,0,
Marksman,Perk,Tame Mounts,,0,
Marksman,Perk,Wilderness Forage,,0,
Marksman,Perk,Wilderness Hunt,,0,
Marksman,Perk,Wilderness Quit,,0,
Marksman,Perk,Wilderness Stealth,,0,
Marksman,Stealth,Climb,,0,
Marksman,Stealth,Hide (city),,0,
Marksman,Stealth,Hide (wilderness),,0,
Marksman,Stealth,Sneak (city),,0,
Marksman,Stealth,Sneak (wilderness),,0,
Marksman,Weapon,Bludgeoning Weapons,,0,
Marksman,Weapon,Chopping Weapons,,0,
Marksman,Weapon,Piercing Weapons,,0,
Marksman,Weapon,Slashing Weapons,,0,
Thug,Barter,Haggle,,0,
Thug,Barter,Value,,0,
Thug,Combat,Archery,,0,
Thug,Combat,Backstab,,0,
Thug,Combat,Bash,advanced,3,
Thug,Combat,Blind Fighting,,0,
Thug,Combat,Blowgun Use,,0,
Thug,Combat,Charge,,0,
Thug,Combat,Crossbow Use,,0,
Thug,Combat,Disarm,,0,
Thug,Combat,Dual Wield,,0,
Thug,Combat,Flee,advanced,3,
Thug,Combat,Guarding,,0,
Thug,Combat,Hack,,0,
Thug,Combat,Kick,master,4,
Thug,Combat,Parry,,0,
Thug,Combat,Rescue,,0,
Thug,Combat,Riposte,,0,
Thug,Combat,Sap,advanced,3,
Thug,Combat,Shield Use,,0,
Thug,Combat,Sling Use,,0,
Thug,Combat,Subdue,advanced,3,
Thug,Combat,Threaten,advanced,3,
Thug,Combat,Throw,,0,
Thug,Combat,Two Handed,,0,
Thug,Craft,Armor Making,,0,
Thug,Craft,Armor Repair,,0,
Thug,Craft,Axe Making,,0,
Thug,Craft,Bandage Making,,0,
Thug,Craft,Basketweaving,,0,
Thug,Craft,Bow Making,,0,
Thug,Craft,Brew,,0,
Thug,Craft,Clayworking,,0,
Thug,Craft,Clothworking,,0,
Thug,Craft,Club Making,,0,
Thug,Craft,Cooking,,0,
Thug,Craft,Dyeing,,0,
Thug,Craft,Feather Working,,0,
Thug,Craft,Fletchery,,0,
Thug,Craft,Floristry,,0,
Thug,Craft,Instrument Making,,0,
Thug,Craft,Jewelry Making,,0,
Thug,Craft,Knife Making,,0,
Thug,Craft,Leatherworking,,0,
Thug,Craft,Lumberjacking,,0,
Thug,Craft,Pick Making,,0,
Thug,Craft,Spear Making,,0,
Thug,Craft,Stonecrafting,,0,
Thug,Craft,Sword Making,,0,
Thug,Craft,Tanning,,0,
Thug,Craft,Tent Making,,0,
Thug,Craft,Tool Making,,0,
Thug,Craft,Wagon Making,,0,
Thug,Craft,Woodworking,,0,
Thug,Language,Allundean,,0,
Thug,Language,Bendune,,0,
Thug,Language,Cavilish,,0,
Thug,Language,Mirukkium,,0,
Thug,Language,Tribal Accent,,0,
Thug,Manipulation,Bandage,,0,
Thug,Manipulation,Pick,,0,
Thug,Manipulation,Pilot,,0,
Thug,Manipulation,Poisoning,,0,
Thug,Manipulation,Ride,,0,
Thug,Manipulation,Skinning,,0,
Thug,Manipulation,Sleight of Hand,,0,
Thug,Manipulation,Steal,,0,
Thug,Perception,Direction Sense,,0,
Thug,Perception,Forage,,0,
Thug,Perception,Hunt (city),,0,
Thug,Perception,Hunt (wilderness),,0,
Thug,Perception,Listen (city),,0,
Thug,Perception,Listen (wilderness),,0,
Thug,Perception,Peek,,0,
Thug,Perception,Scan,,0,
Thug,Perception,Search,,0,
Thug,Perception,Watch,,0,
Thug,Perk,Alcohol Tolerance Perk,,0,
Thug,Perk,Better Movement Regeneration,,0,
Thug,Perk,City Forage,,0,
Thug,Perk,City Hunt,,0,
Thug,Perk,City Stealth,,0,
Thug,Perk,Customcraft,,0,
Thug,Perk,Hitch 2 Mounts,,0,
Thug,Perk,Learn Languages Perk,,0,
Thug,Perk,Learn Ride Faster,,0,
Thug,Perk,Pain Tolerance Perk,,0,
Thug,Perk,Tame Mounts,,0,
Thug,Perk,Wilderness Forage,,0,
Thug,Perk,Wilderness Hunt,,0,
Thug,Perk,Wilderness Quit,,0,
Thug,Perk,Wilderness Stealth,,0,
Thug,Stealth,Climb,,0,
Thug,Stealth,Hide (city),,0,
Thug,Stealth,Hide (wilderness),,0,
Thug,Stealth,Sneak (city),,0,
Thug,Stealth,Sneak (wilderness),,0,
Thug,Weapon,Bludgeoning Weapons,,0,
Thug,Weapon,Chopping Weapons,,0,
Thug,Weapon,Piercing Weapons,,0,
Thug,Weapon,Slashing Weapons,,0,
Bandit,Barter,Haggle,,0,
Bandit,Barter,Value,,0,
Bandit,Combat,Archery,,0,
Bandit,Combat,Backstab,,0,
Bandit,Combat,Bash,,0,
Bandit,Combat,Blind Fighting,,0,
Bandit,Combat,Blowgun Use,,0,
Bandit,Combat,Charge,advanced,3,
Bandit,Combat,Crossbow Use,,0,
Bandit,Combat,Disarm,,0,
Bandit,Combat,Dual Wield,,0,
Bandit,Combat,Flee,,0,
Bandit,Combat,Guarding,,0,
Bandit,Combat,Hack,,0,
Bandit,Combat,Kick,,0,
Bandit,Combat,Parry,,0,
Bandit,Combat,Rescue,,0,
Bandit,Combat,Riposte,,0,
Bandit,Combat,Sap,,0,
Bandit,Combat,Shield Use,,0,
Bandit,Combat,Sling Use,,0,
Bandit,Combat,Subdue,,0,
Bandit,Combat,Threaten,advanced,3,
Bandit,Combat,Throw,,0,
Bandit,Combat,Two Handed,,0,
Bandit,Craft,Armor Making,,0,
Bandit,Craft,Armor Repair,,0,
Bandit,Craft,Axe Making,,0,
Bandit,Craft,Bandage Making,,0,
Bandit,Craft,Basketweaving,,0,
Bandit,Craft,Bow Making,,0,
Bandit,Craft,Brew,,0,
Bandit,Craft,Clayworking,,0,
Bandit,Craft,Clothworking,,0,
Bandit,Craft,Club Making,,0,
Bandit,Craft,Cooking,,0,
Bandit,Craft,Dyeing,,0,
Bandit,Craft,Feather Working,,0,
Bandit,Craft,Fletchery,,0,
Bandit,Craft,Floristry,,0,
Bandit,Craft,Instrument Making,,0,
Bandit,Craft,Jewelry Making,,0,
Bandit,Craft,Knife Making,,0,
Bandit,Craft,Leatherworking,,0,
Bandit,Craft,Lumberjacking,,0,
Bandit,Craft,Pick Making,,0,
Bandit,Craft,Spear Making,,0,
Bandit,Craft,Stonecrafting,,0,
Bandit,Craft,Sword Making,,0,
Bandit,Craft,Tanning,,0,
Bandit,Craft,Tent Making,,0,
Bandit,Craft,Tool Making,,0,
Bandit,Craft,Wagon Making,,0,
Bandit,Craft,Woodworking,,0,
Bandit,Language,Allundean,,0,
Bandit,Language,Bendune,,0,
Bandit,Language,Cavilish,,0,
Bandit,Language,Mirukkium,,0,
Bandit,Language,Tribal Accent,,0,
Bandit,Manipulation,Bandage,,0,
Bandit,Manipulation,Pick,,0,
Bandit,Manipulation,Pilot,,0,
Bandit,Manipulation,Poisoning,,0,
Bandit,Manipulation,Ride,master,4,
Bandit,Manipulation,Skinning,,0,
Bandit,Manipulation,Sleight of Hand,,0,
Bandit,Manipulation,Steal,,0,
Bandit,Perception,Direction Sense,advanced,3,
Bandit,Perception,Forage,,0,
Bandit,Perception,Hunt (city),,0,
Bandit,Perception,Hunt (wilderness),,0,
Bandit,Perception,Listen (city),,0,
Bandit,Perception,Listen (wilderness),,0,
Bandit,Perception,Peek,,0,
Bandit,Perception,Scan,,0,
Bandit,Perception,Search,,0,
Bandit,Perception,Watch,,0,
Bandit,Perk,Alcohol Tolerance Perk,,0,
Bandit,Perk,Better Movement Regeneration,,0,
Bandit,Perk,City Forage,,0,
Bandit,Perk,City Hunt,,0,
Bandit,Perk,City Stealth,,0,
Bandit,Perk,Customcraft,,0,
Bandit,Perk,Hitch 2 Mounts,x,1,
Bandit,Perk,Learn Languages Perk,,0,
Bandit,Perk,Learn Ride Faster,,0,
Bandit,Perk,Pain Tolerance Perk,,0,
Bandit,Perk,Tame Mounts,,0,
Bandit,Perk,Wilderness Forage,,0,
Bandit,Perk,Wilderness Hunt,,0,
Bandit,Perk,Wilderness Quit,x,1,
Bandit,Perk,Wilderness Stealth,x,1,
Bandit,Stealth,Climb,advanced,3,
Bandit,Stealth,Hide (city),,0,
Bandit,Stealth,Hide (wilderness),master,4,
Bandit,Stealth,Sneak (city),,0,
Bandit,Stealth,Sneak (wilderness),,0,
Bandit,Weapon,Bludgeoning Weapons,,0,
Bandit,Weapon,Chopping Weapons,,0,
Bandit,Weapon,Piercing Weapons,,0,
Bandit,Weapon,Slashing Weapons,,0,
Grebber,Barter,Haggle,,0,
Grebber,Barter,Value,,0,
Grebber,Combat,Archery,,0,
Grebber,Combat,Backstab,,0,
Grebber,Combat,Bash,,0,
Grebber,Combat,Blind Fighting,,0,
Grebber,Combat,Blowgun Use,,0,
Grebber,Combat,Charge,,0,
Grebber,Combat,Crossbow Use,,0,
Grebber,Combat,Disarm,,0,
Grebber,Combat,Dual Wield,,0,
Grebber,Combat,Flee,,0,
Grebber,Combat,Guarding,,0,
Grebber,Combat,Hack,,0,
Grebber,Combat,Kick,,0,
Grebber,Combat,Parry,,0,
Grebber,Combat,Rescue,,0,
Grebber,Combat,Riposte,,0,
Grebber,Combat,Sap,,0,
Grebber,Combat,Shield Use,,0,
Grebber,Combat,Sling Use,advanced,3,
Grebber,Combat,Subdue,,0,
Grebber,Combat,Threaten,,0,
Grebber,Combat,Throw,,0,
Grebber,Combat,Two Handed,,0,
Grebber,Craft,Armor Making,,0,
Grebber,Craft,Armor Repair,,0,
Grebber,Craft,Axe Making,,0,
Grebber,Craft,Bandage Making,,0,
Grebber,Craft,Basketweaving,,0,
Grebber,Craft,Bow Making,,0,
Grebber,Craft,Brew,,0,
Grebber,Craft,Clayworking,,0,
Grebber,Craft,Clothworking,,0,
Grebber,Craft,Club Making,,0,
Grebber,Craft,Cooking,,0,
Grebber,Craft,Dyeing,,0,
Grebber,Craft,Feather Working,,0,
Grebber,Craft,Fletchery,,0,
Grebber,Craft,Floristry,,0,
Grebber,Craft,Instrument Making,,0,
Grebber,Craft,Jewelry Making,,0,
Grebber,Craft,Knife Making,,0,
Grebber,Craft,Leatherworking,,0,
Grebber,Craft,Lumberjacking,,0,
Grebber,Craft,Pick Making,,0,
Grebber,Craft,Spear Making,,0,
Grebber,Craft,Stonecrafting,,0,
Grebber,Craft,Sword Making,,0,
Grebber,Craft,Tanning,,0,
Grebber,Craft,Tent Making,,0,
Grebber,Craft,Tool Making,,0,
Grebber,Craft,Wagon Making,,0,
Grebber,Craft,Woodworking,,0,
Grebber,Language,Allundean,,0,
Grebber,Language,Bendune,,0,
Grebber,Language,Cavilish,,0,
Grebber,Language,Mirukkium,,0,
Grebber,Language,Tribal Accent,,0,
Grebber,Manipulation,Bandage,,0,
Grebber,Manipulation,Pick,,0,
Grebber,Manipulation,Pilot,,0,
Grebber,Manipulation,Poisoning,,0,
Grebber,Manipulation,Ride,advanced,3,
Grebber,Manipulation,Skinning,,0,
Grebber,Manipulation,Sleight of Hand,,0,
Grebber,Manipulation,Steal,,0,
Grebber,Perception,Direction Sense,advanced,3,
Grebber,Perception,Forage,master,4,
Grebber,Perception,Hunt (city),,0,
Grebber,Perception,Hunt (wilderness),advanced,3,
Grebber,Perception,Listen (city),,0,
Grebber,Perception,Listen (wilderness),,0,
Grebber,Perception,Peek,,0,
Grebber,Perception,Scan,,0,
Grebber,Perception,Search,advanced,3,
Grebber,Perception,Watch,,0,
Grebber,Perk,Alcohol Tolerance Perk,,0,
Grebber,Perk,Better Movement Regeneration,,0,
Grebber,Perk,City Forage,x,1,
Grebber,Perk,City Hunt,,0,
Grebber,Perk,City Stealth,,0,
Grebber,Perk,Customcraft,,0,
Grebber,Perk,Hitch 2 Mounts,,0,
Grebber,Perk,Learn Languages Perk,,0,
Grebber,Perk,Learn Ride Faster,,0,
Grebber,Perk,Pain Tolerance Perk,,0,
Grebber,Perk,Tame Mounts,,0,
Grebber,Perk,Wilderness Forage,x,1,
Grebber,Perk,Wilderness Hunt,x,1,
Grebber,Perk,Wilderness Quit,,0,
Grebber,Perk,Wilderness Stealth,x,1,
Grebber,Stealth,Climb,advanced,3,
Grebber,Stealth,Hide (city),,0,
Grebber,Stealth,Hide (wilderness),,0,
Grebber,Stealth,Sneak (city),,0,
Grebber,Stealth,Sneak (wilderness),,0,
Grebber,Weapon,Bludgeoning Weapons,,0,
Grebber,Weapon,Chopping Weapons,,0,
Grebber,Weapon,Piercing Weapons,,0,
Grebber,Weapon,Slashing Weapons,,0,
Hunter,Barter,Haggle,,0,
Hunter,Barter,Value,,0,
Hunter,Combat,Archery,advanced,3,
Hunter,Combat,Backstab,,0,
Hunter,Combat,Bash,,0,
Hunter,Combat,Blind Fighting,,0,
Hunter,Combat,Blowgun Use,,0,
Hunter,Combat,Charge,,0,
Hunter,Combat,Crossbow Use,,0,
Hunter,Combat,Disarm,,0,
Hunter,Combat,Dual Wield,,0,
Hunter,Combat,Flee,,0,
Hunter,Combat,Guarding,,0,
Hunter,Combat,Hack,,0,
Hunter,Combat,Kick,,0,
Hunter,Combat,Parry,,0,
Hunter,Combat,Rescue,,0,
Hunter,Combat,Riposte,,0,
Hunter,Combat,Sap,,0,
Hunter,Combat,Shield Use,,0,
Hunter,Combat,Sling Use,,0,
Hunter,Combat,Subdue,,0,
Hunter,Combat,Threaten,,0,
Hunter,Combat,Throw,,0,
Hunter,Combat,Two Handed,,0,
Hunter,Craft,Armor Making,,0,
Hunter,Craft,Armor Repair,,0,
Hunter,Craft,Axe Making,,0,
Hunter,Craft,Bandage Making,,0,
Hunter,Craft,Basketweaving,,0,
Hunter,Craft,Bow Making,,0,
Hunter,Craft,Brew,,0,
Hunter,Craft,Clayworking,,0,
Hunter,Craft,Clothworking,,0,
Hunter,Craft,Club Making,,0,
Hunter,Craft,Cooking,,0,
Hunter,Craft,Dyeing,,0,
Hunter,Craft,Feather Working,,0,
Hunter,Craft,Fletchery,advanced,3,
Hunter,Craft,Floristry,,0,
Hunter,Craft,Instrument Making,,0,
Hunter,Craft,Jewelry Making,,0,
Hunter,Craft,Knife Making,,0,
Hunter,Craft,Leatherworking,,0,
Hunter,Craft,Lumberjacking,,0,
Hunter,Craft,Pick Making,,0,
Hunter,Craft,Spear Making,,0,
Hunter,Craft,Stonecrafting,,0,
Hunter,Craft,Sword Making,,0,
Hunter,Craft,Tanning,,0,
Hunter,Craft,Tent Making,,0,
Hunter,Craft,Tool Making,,0,
Hunter,Craft,Wagon Making,,0,
Hunter,Craft,Woodworking,,0,
Hunter,Language,Allundean,,0,
